name,address1,address2,address3,city,pincode,tel1,tel2,mobile
Jain Medical and General Store,"New #1, Arihant Co Operative Housing Society,","Sector-1, Opposite Sahyadri Nagar,",Kandivali West,Mumbai,400067,28680237,,
Jain Medical Center,"Navyug Building,","Walkeshwar Road,",Malabar Hill,Mumbai,400006,23692878,,
Jain Medical Corporation,"Dhiraj Chwl,","Poddar Road,",Malad East,Mumbai,400097,28440770,,
Jain Medicals and General Stores,"New #4, Shrinath Apartment,","Goddev, B.P. Road, Near Bhyander Station,",Bhayander East,Mumbai,401105,28193504,,
Jain Medicos,"#1, Ramashankar Co-operative Housing Society,","Kharkar Ali,",Thane H.O.,Mumbai,400601,25344853,25433776,
Jainam Medical & General Stores,"Laxmi Niwas, Shop #18,","K. Khade Marg, Near S. Bridge, Byculla (W),",Jacob Circle,Mumbai,400011,55246659,,
Jaiswal Medical & General Store,"Shop #26, S.R.D. Camp 2, Pratap Nagar,","Jogeshwari Vikhroli, Link Road,",Ghatkopar West,Mumbai,400086,69919024,,9819216897
Jakharia Medical,"#147-D, Veer Bhavan, Shop #3,","Lady Jamshedji Road,",Mahim,Mumbai,400016,24303690,,
Jakharia Medical and General Stores,"New #6/38, Kabbur Building,","Opposite Sudha Milk Centre,",Sion,Mumbai,400022,24035865,,
Jalaram Medicine Centre,"#168, Shop #1,","Jawahar Nagar Road No. 2, Near Mangal Co-Operative Bank,",Goregaon West,Mumbai,400062,28721964,,
Janata Medical & General Store,"Shop #2, L.B.S. Marg, Kanjur Marg,","Opposite NCH Colony,",Bhandup West,Mumbai,400078,25773045,,9869960322
Janata Medical and General Stores,"New #33, Market Complex,","Shree Nagar, Near Wagle Estate,",Wagle,Mumbai,400604,25806312,,
Janata Pharmacy,"#8, Commercial Chambers,","Yusuf Meherally Road, Masjid Bunder Road,",Mandvi,Mumbai,400003,23436361,,
Janhvi Enterprise,"Shop #4,","Shanti Nagar,",Mira Road,Mumbai,401107,28106196,,
Janta Medical Stores,"Savala Mansion, Shop #28/B,","Ramkrishna Chemburkar Marg,",Chembur,Mumbai,400071,25282540,,
Jasmine Medical and General Stores,"New #B77,","Azad Nagar, Opposite Santosh Hotel,",Dharavi,Mumbai,400017,24035860,,
Jasmine Medico,"#99A, Ground Floor,","Taximen Bridge, Kurla-Bandra Complex Road, Near Central Plaza,",Khetwadi,Mumbai,400004,23824070,,
Jawahar Medical & General Stores,"K Naik Road,",Chinch Bunder,,Mumbai,400009,23754674,,
Jawahar Medical Stores,"Jawahar Mansion,","Fanaswadi Sitaram Podar Marg, Near Balaji Temple,",Kalbadevi,Mumbai,400002,22090901,,
Jay Chemist,"Sani Shopping Centre,","Shop #3, Ground Floor, NULL, Near Infant Jesus Church,",Jogeshwari East,Mumbai,400060,26792989,,
Jay Chemist Medical And General,"Old Siddhi Chawl, Shop #5, Dadar,","Near Saitan Chowky Bus Stop,",Bhavani Shankar Road,Mumbai,400028,24362477,,9819054908
Jay Pharma,"#186-188, Haroon Building, Shop #4/5,","Shamaldas Gandhi Marg,  ",Kalbadevi,Mumbai,400002,22017954,22051038,
Jayant Medical & Surgical,"Shop #52/28,","Babu Genu Road,",Kalbadevi,Mumbai,400002,22005265,,
Jayant Medical and General Stores,"New #4, Blue Heaven,","Sector-5,",Airoli,Mumbai,400708,27691415,27693457,
Jayashree Medical Services,"Mangaldas Market,","Mangaldas Road,",Kalbadevi,Mumbai,400002,22094949,,
Jayesh Chemists,"New #5, Amita Apartments,","Kasturba Road No. 5, Near Ellora Hotel,",Borivali East,Mumbai,400066,28064916,,
Jayraj Pharma,"#240/3275,","Shaan House,",Tagore Nagar,Mumbai,400083,25731662,25741614,
Jeevan Medical Centre,"Gold Coronet Chambers,","Mahakali Caves Road,",Chakala,Mumbai,400093,28348550,,
Jeevan Rekha Medical,"Sector - 2, Vashi (E),",Navi Mumbai,,Mumbai,400705,32434211,,
Jeevan Rekha Medical & Surgical,"Mulund Panchratna,","Mulund Road,",Mulund East,Mumbai,400081,25639921,,
Jeevan Rekha Pharmacy,"#SS 04/124,","Sector 2, Near APMC Market,",Vashi,Mumbai,400703,27821378,,
Jeevari Rekha Medical and General Stores,"Govardhan Nagar, L.B.S. Road,","Near Western Mill,",Mulund West,Mumbai,400080,25670480,,
Jehangir Medical Electronic,"Bussa Heavy Indust,","Delisle Road,",Delisle Road,Mumbai,400013,24922782,,
Jenish Medical And General Store,"#15, Kambliwadi,","Nehru Road, Near Ram Krishna Hotel,",Vile Parle East,Mumbai,400057,26132917,26179794,
Jewell Chemist,"Mohini Mansion,","Shop #1,",Mahim,Mumbai,400016,24458066,24446909,
Jigar Medico,"Jai Mahavir Apartments, Shop #4,","J.P. Road, Dhake Colony, Andheri (West),",Azad Nagar,Mumbai,400053,26744912,32538556,
Jigna Medicals,"Sardar Nagar No. 2,","Near Sion Koliwada Church,",Sion,Mumbai,400022,24044082,,
Jin Prem Medical & General Stores,"Jin Prem Co-operative Housing Society Limited,","Shop #5, RDP 224, Sector 5, Charkop,",Kandivali West,Mumbai,400067,28690471,,
Jitendra Medical & General Store,"Bharat Kunj,","M.P. Vaidya Marg,",Ghatkopar East,Mumbai,400077,25154294,,
Jolly Chemists,"Narottam Niwas,","Nehru Road, Near Domestic Airport,",Vile Parle East,Mumbai,400057,26152511,,
Juhu Medical and General Stores,"New #5, Kesar House,","Juhu Church Road, Near St. Joseph's Church,",Juhu,Mumbai,400049,26232819,,
Juhu Medical Stores,"New #9, Foreshore Building,","Juhu Tara Road, Near Water Tank,",Juhu,Mumbai,400049,26611500,,
Jyoti Chemist,"Mayur Mahal, Shop #1,","M.G. Road, Opp. Andhra Bank,",Mulund West,Mumbai,400080,25695897,25909451,9820293872
Jyoti Homoeo Pharmacy,"#97, Yasmin Imam Chawl,","S.V. Road, Bandra (West),",Jogeshwari West,Mumbai,400102,26787154,,
Jyoti Medical Stores,"Gopinath Rukmaji Chawl,","Shop #13, Station Road,",Tagore Nagar,Mumbai,400083,25740947,,
K. Madhusudan & Company,"#17, Anand Bhavan,","Shop #213, 2nd Floor, Babu Genu Road, Princess Street,",Kalbadevi,Mumbai,400002,22051952,56379260,
K.K. Medical & General Store,"Shop #14,","New Tilak Nagar Road,",Tilak Nagar,Mumbai,400089,25221060,,
K.R. Thakkar and Co.,"Manoj Villa,","Dashrathlal Joshi Marg,",Vile Parle West,Mumbai,400056,26102524,26148422,
Kailash Chemist Company,"Maneklal Estate,","L B Shastri Marg,",Ghatkopar West,Mumbai,400086,25131506,,
Kailash Jeevan Medical & General Store,"#120, Saikunj, Shop #1,","Govandi Station Road,",Deonar,Mumbai,400088,32612806,,
Kailash Medical and General Stores,"New #1, Master Building, Shop #105,","Bora Bazar Street, Near Fort Church,",Mumbai G.P.O.,Mumbai,400001,22664941,,
Kakka Medico,"New Krishna Dham, Shop #5,","L.B.S. Marg, Veena Nagar,",Mulund West,Mumbai,400080,25922576,,
Kala Medical & General Store,"Malbari House,","NULL,  ",Thane H.O.,Mumbai,400601,25416298,,
Kala Medical and General Stores,"New #10, Shop #C-39,","Sector-2, Shanti Nagar, Near Water Tank Sector,",Mira Road,Mumbai,401107,28555593,,
Kala Medical Centre,"#227, Ground Floor,","Pathan Manzil, Cadell Road, Near Anlankar Theatre,",Girgaon,Mumbai,400004,23865644,,
Kalowala Medical Stores,"20, Thakkar Industrial Estate,","Chapsi Street,",Mazgaon,Mumbai,400010,23759524,,
Kalpana,"Rajman N Tiwari Chawl,","Bhawani Chowk, Near Rane Hospital,",Jogeshwari East,Mumbai,400060,28271104,,
Kalpana Chemists,"#45, J.P. Road,","Near Navrang Cinema,",Andheri West,Mumbai,400058,26248725,,9867413897
Kalpana Medical Store,"#7,","Soffi Mahal, Lalbaug,",Parel,Mumbai,400012,24710565,,
Kalpana Medical Stores,"#74,","Bazar Road, Bandra (West),",Bandra West,Mumbai,400050,22666951,26433518,9869305142
Kalpana Medical Stores,"#19-C, Sahakar Market,",Pant Nagar,,Mumbai,400075,25138763,,
Kalpana Restaurant,"Bandu Prem,","Thane,",Kalwa,Mumbai,400605,25347543,69560214,
Kalpesh Medical Stores,Malad East,,,Mumbai,400097,28827213,,9820735336
Kalyanji Meghji,"New #66/B, G.D. Ambedkar Road,","Near Shobana Hospital,",Wadala,Mumbai,400031,24127676,,
Kamal Chemists,"New #1, Surya Apartment,","V.P. Road, Near Shoppers Stop,",Andheri West,Mumbai,400058,26714657,,
Kamal Laxmi Medical & General Stores,"Laxmibai Jawle Apartment, Shop #1,","Bharucha Road, Opposite Railway Station,",Dahisar,Mumbai,400068,28282072,,
Kamal Medical and General Stores,"Siddhivinayak Plaza,","Shimpoli, Near Shimpoli Counter,",Borivali West,Mumbai,400092,28989384,,
Kamal Medical Stores,"Bhoyara Building,","Shop #59, Kalachowki Parel Tank Road,",Parel Tank Road,Mumbai,400033,24703403,,
Kamal Medico Corner,"Sun Plaza Shopping, Shop #3,","Hariom Nagar, Eastern Express Highway, Behind Octroi Naka,",Kopri Colony,Mumbai,400603,25323301,,9819674395
Kamani Chemist,"#74/1, Baka Seth Chawl,","Shop #2, L.B.S. Marg, Kurla, Opposite State Bank of India,",Kurla West,Mumbai,400070,25036954,25038787,
Kamath General Stores,"Shop #6,","Municipal Market, 1st Hasanabad Lane,",Santa Cruz West,Mumbai,400054,26491159,,
Kamath Medical & General Stores,"Siddhivinayak Chambers,","Shop #3, Gandhi Nagar,",Bandra East,Mumbai,400051,26510840,,
Kamath Medicals and General Stores,"New #2, Sun Mill Road,","Near Victoria Mill,",Delisle Road,Mumbai,400013,24940796,,
Kamaths Medical & General Stores,"Kapad Bazar,",Mahim,,Mumbai,400016,24448056,,
Kamdhenu Homoeopathic Pharmacy,"Fountain Road,","Near McDonalds,",Azad Nagar,Mumbai,400053,32525755,,
Kamgar Chemist,"#14, Ground Floor,","Opposite Municipal Office,",Delisle Road,Mumbai,400013,24304397,,
Kamgar Medical Stores,"#89, Neamut Terrace,","Dr. Ambedkar Road,",Parel,Mumbai,400012,24133398,,
Kamla and Medical General Store,"New #5, Rekha Apartments,","Navghar Road, Near Sri Ram Jewellers,",Bhayander East,Mumbai,401105,28169550,,
kamlesh Medcial & General Stores,"Laxmi Niwas, Lokmanya Nagar Pada No-4,","Opposite Savitri Hospital,",J.K. Gram,Mumbai,400606,69925508,,
Kamran & Company,"Bawla Masjid,","N.M. Joshi Marg,  ",Delisle Road,Mumbai,400013,23076566,,
Kanaiya Medical Stores,"New #A/4, Mirani Nagar,","G.G. Road, Near Holy Angel English High School,",Mulund West,Mumbai,400080,25641736,,
Kanchan Medical & General Store,"Teejadeep Apartment,","T.M. Road, Jambli Naka,",Mumbra,Mumbai,400612,25360192,25395590,
Kanjur Chemist,Bhandup West,,,Mumbai,400078,25785014,25785015,9819813334
Kanti Medical Stores,"#1320,","Lotus Colony,",Govandi,Mumbai,400046,25511474,,
Kanti Medical Traders,"Kalbadevi Road,",Kalbadevi,,Mumbai,400002,22413424,,
Kanti Stores,"Swami Vivekanand Road,",Andheri West,,Mumbai,400058,26280092,,
Karan Medical General Stores,"North Avenue Road,","Opposite Rajesh Khanna Garden,",Santa Cruz West,Mumbai,400054,26601622,,
Karnik Chemist,"Gulmohar Road,","Opposite R.N. Cooper Hospital,",Juhu,Mumbai,400049,26184316,26102398,
Karuna Medical Society,"Jeevan Bhima Nagar,","Jeevan Bhima Nagar Road,",Borivali East,Mumbai,400066,28932483,,
Karuna Medicals,"New #93, Shilla House,","Sion Road, Near K. J Somaiya Hospital,",Sion,Mumbai,400022,24071644,,
Kasturba Medicos,"Shop #260/6, Godbole Estate,","Sane Guruji Marg, Opposite Kasturabha Hospital,",Jacob Circle,Mumbai,400011,23021047,,
Kasturi Dental Clinic & Medical Centre,"Kasturi Dental Clinic,","Thakur Village Road,",Kandivali East,Mumbai,400101,28461598,,
Kaushalya Medical Foundation,"Foundation Trust,","Foundation Trust Road,",Naupada,Mumbai,400602,25301474,,
Kaushalya Medical Foundation,"Kaushalya Road,",Thane H.O.,,Mumbai,400601,25416448,,
Kaushalya Medical Foundation,"Nitin Casting Road,",Thane H.O.,,Mumbai,400601,25454010,,
Kavita Medical and General Store,"New #8/396, M.H.B. Colony,","Sardar Nagar No. 1, Sion Koliwada, Near Kalpana Hospital,",Sion,Mumbai,400022,24021620,,
Kebee Pharma Chemicals Pvt. Ltd.,"#519, Bonanza Sahar Plaza Complex,","5th Floor, J.B. Nara, M.V. Road, Near Kohinoor Hotel,",J.B. Nagar,Mumbai,400059,28328669,28329231,
Kejal Pharmaceuticals Pvt. Ltd.,"#18, Shanti Centre,","Ground Floor, ",Sector 17 Vashi,Mumbai,400705,27655871,27891470,9820285025
Kenjale Medical& General Store,"Nathabai Chawl,","Barvenagar Road,",Bhatwadi,Mumbai,400084,25143104,,
Kerala Ayurveda Pharmacy Limited,"#126,","Navin Asha, Dada Saheb Phalke Road, Dadar (East),",Dadar East,Mumbai,400014,24113101,,
Keshavlal & Co.,"1st Floor,","M.V. Road, Near Kala Kendra,",Dadar East,Mumbai,400014,24112509,,
Keshavlal Raichand & Sons,"Doshiwadi, Shop #B/6-B/7,","Opposite Sarvodaya Hospital,",Ghatkopar West,Mumbai,400086,25093001,25098479,
Ketan Chemist & Druggist,"Jay Sukh Sagar Building,","M Gandhi Road,",Kandivali West,Mumbai,400067,28015640,,
Ketan Medical And General Stores,"#101,","S.M. Marg, Takiyaward, Kurla (W),",Kurla West,Mumbai,400070,26501483,,9820592805
Khar Drug House,"Nira Villa,","Plot No.3, 1st Road, Khar (West), Opposite Railway Station,",Khar,Mumbai,400052,26008754,26461727,
Khar Medical Stores,"1st Floor,","Khar Road,",Khar,Mumbai,400052,26461329,,
Khar Medico Corner,"Atam Bhavan, Ground Floor,","Junction of Road No. 1, Opposite Metro Motar Traing School,",Khar West,Mumbai,400052,26000037,,9323825400
Khatri Medical Centre,"Khatri Jamat Building,","Ali Umer Street Road,",Mandvi,Mumbai,400003,23402037,,
Khetal Cherrists,"Shop #16,","Sector-7, Shanti nagar,",Mira Road,Mumbai,401107,28119633,,
Khimji Palan & Company,"#110, Ravji Sojpal,","S.K. Bole Road, Dadar (West), Near Portuguese Chruch,",Bhavani Shankar Road,Mumbai,400028,24222888,,
Khoja Shia I A Medical,"Aid & We Centre,","Chinchbunder Road,",Chinch Bunder,Mumbai,400009,23438408,,
Khurana Medical Stores,"New #13/B,","Gola Nagar, Nahur Road, Near Railway Goods Yard,",Mulund West,Mumbai,400080,25616104,,
Kim Chemicals Limited,"#213, Anant Building,","Ground Floor, Princess Street,",Kalbadevi,Mumbai,400002,22017947,22018671,
King Plaza,"#3, Maker Arcade Shopping Centre,","Cuffe Parade,",Colaba,Mumbai,400005,22161212,22161515,
Kingsway Chemist And Druggist,"Lav-Kush Building,","M.G. Road,  ",Mulund West,Mumbai,400080,25602037,25649002,
Kiran Medical and General Stores,"New #7, Ladhiwala Chawl,","Andheri Kurla Road, Near Natraj Studio,",Andheri East,Mumbai,400069,26840151,,
Kiran Medical Systems,"Ttc Indl,","Area Road,",Nerul,Mumbai,400706,27689145,,
Kiriti Stores,"#4/5,","Shraddhanand Road,",Ghatkopar West,Mumbai,400086,25133015,,
Kishor Medical & General Store,"#76,","Big Splash, Sector-17, Vashi,",Navi Mumbai,Mumbai,400705,27651059,27880438,9833479999
Kohinoor Medical & General Store,"Kohinoor - I Apartments,",Azad Nagar,,Mumbai,400053,26311041,26339394,
Kohinoor Medico,"New #5, Ganga Narayan Smruti,","B.P. Road, Near Shree Satya Narayan Mandir,",Bhayander East,Mumbai,401105,28042600,,9820564656
Kololwala Medical Stores,"#20, Thakkar Industrial Estate,","Chapsi Bhimji Street,",Mazgaon,Mumbai,400010,23759685,,
Komal Chemists,"Waco House,","Kurla Road,",Kurla West,Mumbai,400070,25032253,,
Kortan Pharmaceutical Private Limited,"Ojha Nivas,","Patel Estate Road,",Jogeshwari West,Mumbai,400102,26783546,26785983,
Koselao Pharmacy,"Ganga Niwas,",Kalbadevi,,Mumbai,400002,22066103,,
Kothari Medical Subscription Services Private Limited,"Acharya Donde Marg,","Opp. Wadia Children's Hospital,",Parel,Mumbai,400012,24136628,24129680,
Krishna,"Nabu Mistry Chawl, Shop #3,","S.V. Road, Opposite Khira Nagar,",Santa Cruz West,Mumbai,400054,26182894,26139945,
Krishna Chemist,"#272, Matru Krupa, Jawahar Nagar,","Road No. 3, Opposite Cinemax Theatre,",Goregaon West,Mumbai,400062,28758577,,
Krishna Chemist,"Bhagwati Mahavir Chawl,","Shop #1, Golibar Road, Khar (East),",Bandra East,Mumbai,400051,55849120,,
Krishna Medical & General Store,"Solanki Sadan, Shop #3,","Shivaji Path, Near Bhanushali Hospital,",Azad Nagar,Mumbai,400053,25360425,25449423,
Krishna Medical And General Stores,"Shop #5, Shirvane Village,","Thane Belapur Road, Navi,",Nerul,Mumbai,400706,27720245,,
Krishna Medical Store,"Inside Suchak,","Manchubhai Road,",Malad East,Mumbai,400097,28804026,,
Krishna Medical Stores,"Shop #13,","Plot No. 85, Sector - 3,",Kopar Khairane,Mumbai,400709,27547260,,
Krishna Medico,"Paras Building,","Gokhale Road, Near Maheshkar Hospital,",Naupada,Mumbai,400602,25408244,,
Krishna Pharmaceuticals Limited,"Gokul Arcade,","Subhash Road,",Vile Parle East,Mumbai,400057,28208025,,
Krishna's Pharmacy & Super Market,"Shop #5-4 B, ","Shakti Sadan, Dr. D.B. Marg, Opposite Navjivan Society,",Mumbai Central,Mumbai,400008,23002058,,9224355809
Krupa Pharmaceuticals,"#434, Persian Apartment,","V. Patel Road,",Andheri West,Mumbai,400058,26702277,26705577,
Kubal Pharmacy,"Ram Niwas,","Ranade Road,",Bhavani Shankar Road,Mumbai,400028,24381256,,
Kumar Brothers,"#208/209,","G.K. Marg, Lower Parel,",Delisle Road,Mumbai,400013,24937974,,
Kumar Medical Store,"Kondaji Chawl,","J B Wadia Road,",Parel,Mumbai,400012,24122189,,
Kumar Medical Stores,"Ghanshyam Tower, Shop #15,","M.G. Road,",Aarey Milk Colony,Mumbai,400065,55709071,,9819561548
Kunden Medical Stores,"Hasmukh Nagar,","Tagore Road,",Santa Cruz West,Mumbai,400054,26615915,,
Kurla Medical Welfare Centre,"New Mill Road,",Kurla West,,Mumbai,400070,26500616,,
Kusum Chemist,"Bhattwadi, Panchayat Road,","Near Panchayat,",Andheri East,Mumbai,400069,28265923,,
L K Mehta & Family Medical Trus,"Shop #A/791,","Krishnachandra Marg,",Bandra West,Mumbai,400050,26438277,,
La Bella Medicine Centre,"New #2/2, Garden View,","M.M. Chhotani Road, Near Kapad Bazar,",Mahim,Mumbai,400016,24453375,,
Ladani Medical Store,"Khetwadi,",Near Alankar Cinema,,Mumbai,400004,23864892,,9221945935
Lafa Medical And General Stores,"Noor Manzil, Shop #12,","Byculla, Opposite Byculla Goods Depot,",Kurla West,Mumbai,400070,23708040,,
Lajja Medical Stores,"Hasanali Irani Building, Shop #1,","Takiya Ward Road, Opposite Kurla Police Station,",Kurla West,Mumbai,400070,26509221,,9820850257
Lakshmi Medical & General Stores,"#262,","Opposite Gandhi Market,",Sion,Mumbai,400022,24071056,24076868,
Lalan Chemist,"K.V. Road,","Near Kanjurmarg Main Market,",Bhandup East,Mumbai,400042,25772437,,
Lalita Medical & General Stores,"Poonam Sagar Complex,","Shop #B/10, Sector-9, Dolphin Garden,",Mira Road,Mumbai,401107,28129251,,
Landmark Par Medicals Exports,"Solaris,","B Pasalkar Marg,",Saki Naka,Mumbai,400072,28575388,,
Lang And Company,"Dalal Estate,","Lamington Road, Near Mumbai Central Station,",Mumbai Central,Mumbai,400008,23076101,,
Lanz Labs Pvt. Ltd.,"#139, Shop #4,","Near Shop Stop,",Andheri West,Mumbai,400058,26205525,,
Laxmi Medical,"Centenary Church,","Grant Road,",Grant Road,Mumbai,400007,23073099,,
Laxmi Medical,"#2-3, Mohid Tower, Suresh Nagar. Lokhandwala Road, Mhada Gate,","Andheri (West), Opposite Telephone Exchange Mahada Gate,",Andheri West,Mumbai,400058,26300752,26361491,
Laxmi Medical & Generakl Stores,"#2, Rajshree Shopping Centre,","Station Road, Near Post Office,",Mira Road,Mumbai,401107,28129865,,
Laxmi Medical & General Store,"Sindhdurg Building,","Borivali Road,",Borivali East,Mumbai,400066,28861274,,
Laxmi Medical & General Stores,"Jani Villa, Shop #6,","Nehru Road, Vile Parle (East),",Vile Parle East,Mumbai,400057,26101011,56003543,
Laxmi Medical & General Stores,"#238-8, Ekta Building, Part A, C.K.K.G.S. Co-Operative Housing Society Ltd,","Shop #4, Sector No. 4, Charkop,",Kandivali West,Mumbai,400067,28686745,,9322856037
Laxmi Medical & General Stores,"#115, 1st Floor,","Lamington Road, Grant Road East, Near Shanti Bhuvan Hotel,",Mumbai Central,Mumbai,400008,23002422,,
Laxmi Medical & General Stores,"1st Floor,","Opposite Jain Mandir,", Malad East,Mumbai,400097,28420622,,
Laxmi Medical and General Stores,"New #2, Sane Guruji Road,","Near Kasturba Hospital,",Jacob Circle,Mumbai,400011,23001484,,
Laxmi Medical Store,"Vadari Pada Regd,","Akurli Road,",Kandivali East,Mumbai,400101,28850923,,
Laxmi Medical Stores,"Ward Municipal Office Building,","Shop #35, F/s., J.B. Road, Parel T.T,",Parel,Mumbai,400012,24112862,,
Laxmi Medical Stores,"Dr. Choithram Gidwani Road,","Opp. Jai Hind Market,",R.C.F. Chembur,Mumbai,400074,25536205,,
Laxmi Medical Stores,"Shop #1, W.T. Patil Marg,","Near Natraj Auto Centre,",Chembur,Mumbai,400071,39415500,,9322270771
Leelavati Medical & Pharma Distributors,"#13, Rizvi Chambers, Shop #5,","Hill Road,",Bandra West,Mumbai,400050,56916591,26418726,
Liberty Chemist,"Louis Belle Apartment,","16th Road, Near Gurunanak Park,",Bandra West,Mumbai,400050,26006915,,
Liberty Chemist,"Mathew C.H.S, Ground Floor,","Fatak Road, Opposite Mandli Talav,",Bhayander West,Mumbai,400101,32932062,,
Liberty Drug Corner,"Liberty Drug Corner, Ground Floor,","Luis Belle Junction of Road No. 30, Near Road NO 16,",Bandra West,Mumbai,400050,26000991,65250288,9223545191
Liberty Drug Corner,"Shop #8,","Luis Belle, 16th & 30th Road Junction, Bandra (West),",Bandra West,Mumbai,400050,26006029,26006915,
